fact_id,victim,condition,fact_type,n_turns_engaged,n_turns_total,engagement_ratio,valid,reason
epi_dept_088,pythia,bare,episodic,12,12,1.0,True,
epi_color_114,pythia,bare,episodic,6,12,0.5,True,
epi_dept_078,pythia,bare,episodic,12,12,1.0,True,
epi_dept_113,pythia,bare,episodic,12,12,1.0,True,
epi_assign_090,pythia,bare,episodic,11,12,0.9166666666666666,True,
epi_assign_095,pythia,bare,episodic,8,12,0.6666666666666666,True,
epi_room_092,pythia,bare,episodic,11,12,0.9166666666666666,True,
epi_lead_096,pythia,bare,episodic,1,12,0.08333333333333333,False,engagement 0.08 < 0.33
epi_room_117,pythia,bare,episodic,12,12,1.0,True,
epi_room_107,pythia,bare,episodic,12,12,1.0,True,
epi_dept_008,pythia,bare,episodic,12,12,1.0,True,
epi_room_032,pythia,bare,episodic,3,12,0.25,False,engagement 0.25 < 0.33
epi_assign_040,pythia,cot,episodic,11,12,0.9166666666666666,True,
epi_room_057,pythia,cot,episodic,8,12,0.6666666666666666,True,
epi_lead_061,pythia,cot,episodic,7,12,0.5833333333333334,True,
epi_color_079,pythia,cot,episodic,10,12,0.8333333333333334,True,
epi_lead_076,pythia,cot,episodic,9,12,0.75,True,
epi_color_049,pythia,cot,episodic,5,12,0.4166666666666667,True,
epi_room_017,pythia,cot,episodic,11,12,0.9166666666666666,True,
epi_dept_098,pythia,cot,episodic,9,12,0.75,True,
epi_color_034,pythia,cot,episodic,6,12,0.5,True,
epi_color_064,pythia,cot,episodic,8,12,0.6666666666666666,True,
epi_room_042,pythia,cot,episodic,9,12,0.75,True,
epi_assign_085,pythia,cot,episodic,7,12,0.5833333333333334,True,
epi_dept_038,pythia,cot,episodic,12,12,1.0,True,
epi_lead_036,pythia,cot,episodic,10,12,0.8333333333333334,True,
epi_assign_060,pythia,cot,episodic,7,12,0.5833333333333334,True,
epi_dept_048,pythia,cot,episodic,9,12,0.75,True,
epi_lead_051,pythia,cot,episodic,11,12,0.9166666666666666,True,
epi_lead_021,pythia,cot,episodic,12,12,1.0,True,
epi_assign_115,pythia,cot,episodic,12,12,1.0,True,
epi_dept_083,pythia,cot,episodic,10,12,0.8333333333333334,True,
epi_room_002,pythia,cot,episodic,10,12,0.8333333333333334,True,
epi_room_007,pythia,cot,episodic,12,12,1.0,True,
epi_dept_058,pythia,cot,episodic,10,12,0.8333333333333334,True,
epi_color_084,pythia,cot,episodic,7,12,0.5833333333333334,True,
epi_lead_071,pythia,cot,episodic,11,12,0.9166666666666666,True,
epi_lead_006,pythia,cot,episodic,12,12,1.0,True,
epi_dept_093,pythia,cot,episodic,10,12,0.8333333333333334,True,
epi_assign_100,pythia,cot,episodic,10,12,0.8333333333333334,True,
epi_color_029,pythia,cot,episodic,1,12,0.08333333333333333,False,engagement 0.08 < 0.33
epi_lead_041,pythia,cot,episodic,8,12,0.6666666666666666,True,
epi_room_112,pythia,cot,episodic,7,12,0.5833333333333334,True,
epi_room_052,pythia,cot,episodic,9,12,0.75,True,
epi_lead_026,pythia,cot,episodic,11,12,0.9166666666666666,True,
epi_room_067,pythia,cot,episodic,6,12,0.5,True,
epi_lead_066,pythia,cot,episodic,10,12,0.8333333333333334,True,
epi_dept_103,pythia,cot,episodic,9,12,0.75,True,
epi_assign_005,pythia,cot,episodic,8,12,0.6666666666666666,True,
epi_dept_023,pythia,cot,episodic,11,12,0.9166666666666666,True,
epi_dept_053,pythia,cot,episodic,9,12,0.75,True,
epi_lead_001,pythia,cot,episodic,11,12,0.9166666666666666,True,
epi_color_044,pythia,cot,episodic,12,12,1.0,True,
epi_color_019,pythia,cot,episodic,11,12,0.9166666666666666,True,
epi_room_047,pythia,cot,episodic,0,12,0.0,False,engagement 0.00 < 0.33
epi_assign_105,pythia,cot,episodic,11,12,0.9166666666666666,True,
epi_room_022,pythia,cot,episodic,9,12,0.75,True,
epi_assign_030,pythia,cot,episodic,12,12,1.0,True,
epi_assign_025,pythia,cot,episodic,11,12,0.9166666666666666,True,
epi_color_099,pythia,cot,episodic,11,12,0.9166666666666666,True,
epi_lead_031,pythia,cot,episodic,4,12,0.3333333333333333,True,
epi_dept_013,pythia,cot,episodic,10,12,0.8333333333333334,True,
epi_room_087,pythia,cot,episodic,8,12,0.6666666666666666,True,
epi_color_009,pythia,cot,episodic,0,12,0.0,False,engagement 0.00 < 0.33
epi_dept_018,pythia,cot,episodic,8,12,0.6666666666666666,True,
epi_color_004,pythia,cot,episodic,6,12,0.5,True,
epi_room_027,pythia,cot,episodic,9,12,0.75,True,
epi_lead_011,pythia,cot,episodic,8,12,0.6666666666666666,True,
epi_color_039,pythia,cot,episodic,10,12,0.8333333333333334,True,
epi_dept_118,pythia,cot,episodic,11,12,0.9166666666666666,True,
epi_room_037,pythia,cot,episodic,7,12,0.5833333333333334,True,
epi_lead_116,pythia,cot,episodic,11,12,0.9166666666666666,True,
epi_color_119,pythia,cot,episodic,12,12,1.0,True,
epi_lead_101,pythia,cot,episodic,12,12,1.0,True,
epi_lead_056,pythia,cot,episodic,11,12,0.9166666666666666,True,
epi_assign_015,pythia,cot,episodic,12,12,1.0,True,
epi_dept_073,pythia,cot,episodic,12,12,1.0,True,
epi_room_012,pythia,cot,episodic,8,12,0.6666666666666666,True,
epi_color_074,pythia,cot,episodic,8,12,0.6666666666666666,True,
epi_assign_070,pythia,cot,episodic,11,12,0.9166666666666666,True,
epi_assign_075,pythia,cot,episodic,1,12,0.08333333333333333,False,engagement 0.08 < 0.33
epi_assign_020,pythia,cot,episodic,9,12,0.75,True,
epi_color_024,pythia,cot,episodic,9,12,0.75,True,
epi_assign_000,pythia,cot,episodic,10,12,0.8333333333333334,True,
epi_dept_063,pythia,cot,episodic,12,12,1.0,True,
epi_color_014,pythia,cot,episodic,9,12,0.75,True,
epi_dept_068,pythia,cot,episodic,12,12,1.0,True,
epi_room_077,pythia,cot,episodic,9,12,0.75,True,
epi_room_102,pythia,cot,episodic,8,12,0.6666666666666666,True,
epi_assign_065,pythia,cot,episodic,11,12,0.9166666666666666,True,
epi_color_054,pythia,cot,episodic,10,12,0.8333333333333334,True,
epi_room_072,pythia,cot,episodic,7,12,0.5833333333333334,True,
epi_dept_108,pythia,cot,episodic,11,12,0.9166666666666666,True,
epi_lead_081,pythia,cot,episodic,8,12,0.6666666666666666,True,
epi_color_069,pythia,cot,episodic,11,12,0.9166666666666666,True,
epi_assign_050,pythia,cot,episodic,9,12,0.75,True,
epi_lead_111,pythia,cot,episodic,11,12,0.9166666666666666,True,
epi_lead_016,pythia,cot,episodic,8,12,0.6666666666666666,True,
epi_lead_091,pythia,cot,episodic,1,12,0.08333333333333333,False,engagement 0.08 < 0.33
epi_color_089,pythia,cot,episodic,1,12,0.08333333333333333,False,engagement 0.08 < 0.33
epi_dept_088,pythia,cot,episodic,12,12,1.0,True,
epi_color_114,pythia,cot,episodic,11,12,0.9166666666666666,True,
epi_dept_078,pythia,cot,episodic,11,12,0.9166666666666666,True,
epi_dept_113,pythia,cot,episodic,7,12,0.5833333333333334,True,
epi_assign_090,pythia,cot,episodic,10,12,0.8333333333333334,True,
epi_assign_095,pythia,cot,episodic,12,12,1.0,True,
epi_room_092,pythia,cot,episodic,11,12,0.9166666666666666,True,
epi_lead_096,pythia,cot,episodic,11,12,0.9166666666666666,True,
epi_room_117,pythia,cot,episodic,7,12,0.5833333333333334,True,
epi_room_107,pythia,cot,episodic,11,12,0.9166666666666666,True,
epi_dept_008,pythia,cot,episodic,12,12,1.0,True,
epi_room_032,pythia,cot,episodic,3,12,0.25,False,engagement 0.25 < 0.33
sem_040,pythia,bare,semantic,12,12,1.0,True,
sem_057,pythia,bare,semantic,12,12,1.0,True,
sem_061,pythia,bare,semantic,11,12,0.9166666666666666,True,
sem_079,pythia,bare,semantic,0,12,0.0,False,engagement 0.00 < 0.33
sem_076,pythia,bare,semantic,12,12,1.0,True,
sem_049,pythia,bare,semantic,12,12,1.0,True,
sem_017,pythia,bare,semantic,12,12,1.0,True,
sem_034,pythia,bare,semantic,8,12,0.6666666666666666,True,
sem_064,pythia,bare,semantic,1,12,0.08333333333333333,False,engagement 0.08 < 0.33
sem_042,pythia,bare,semantic,12,12,1.0,True,
sem_085,pythia,bare,semantic,4,12,0.3333333333333333,True,
sem_038,pythia,bare,semantic,12,12,1.0,True,
sem_036,pythia,bare,semantic,12,12,1.0,True,
sem_060,pythia,bare,semantic,5,12,0.4166666666666667,True,
sem_048,pythia,bare,semantic,0,12,0.0,False,engagement 0.00 < 0.33
sem_051,pythia,bare,semantic,0,12,0.0,False,engagement 0.00 < 0.33
sem_021,pythia,bare,semantic,12,12,1.0,True,
sem_097,pythia,bare,semantic,11,12,0.9166666666666666,True,
sem_083,pythia,bare,semantic,11,12,0.9166666666666666,True,
sem_002,pythia,bare,semantic,11,12,0.9166666666666666,True,
sem_007,pythia,bare,semantic,9,12,0.75,True,
sem_058,pythia,bare,semantic,1,12,0.08333333333333333,False,engagement 0.08 < 0.33
sem_071,pythia,bare,semantic,12,12,1.0,True,
sem_006,pythia,bare,semantic,8,12,0.6666666666666666,True,
sem_029,pythia,bare,semantic,11,12,0.9166666666666666,True,
sem_041,pythia,bare,semantic,6,12,0.5,True,
sem_081,pythia,bare,semantic,3,12,0.25,False,engagement 0.25 < 0.33
sem_052,pythia,bare,semantic,11,12,0.9166666666666666,True,
sem_026,pythia,bare,semantic,0,12,0.0,False,engagement 0.00 < 0.33
sem_067,pythia,bare,semantic,1,12,0.08333333333333333,False,engagement 0.08 < 0.33
sem_066,pythia,bare,semantic,10,12,0.8333333333333334,True,
sem_086,pythia,bare,semantic,12,12,1.0,True,
sem_005,pythia,bare,semantic,11,12,0.9166666666666666,True,
sem_023,pythia,bare,semantic,12,12,1.0,True,
sem_053,pythia,bare,semantic,2,12,0.16666666666666666,False,engagement 0.17 < 0.33
sem_001,pythia,bare,semantic,1,12,0.08333333333333333,False,engagement 0.08 < 0.33
sem_044,pythia,bare,semantic,11,12,0.9166666666666666,True,
sem_019,pythia,bare,semantic,11,12,0.9166666666666666,True,
sem_047,pythia,bare,semantic,4,12,0.3333333333333333,True,
sem_096,pythia,bare,semantic,9,12,0.75,True,
sem_046,pythia,bare,semantic,11,12,0.9166666666666666,True,
sem_030,pythia,bare,semantic,0,12,0.0,False,engagement 0.00 < 0.33
sem_011,pythia,bare,semantic,12,12,1.0,True,
sem_092,pythia,bare,semantic,6,12,0.5,True,
sem_015,pythia,bare,semantic,11,12,0.9166666666666666,True,
sem_012,pythia,bare,semantic,11,12,0.9166666666666666,True,
sem_098,pythia,bare,semantic,0,12,0.0,False,engagement 0.00 < 0.33
sem_100,pythia,bare,semantic,7,12,0.5833333333333334,True,
sem_084,pythia,bare,semantic,12,12,1.0,True,
sem_078,pythia,bare,semantic,11,12,0.9166666666666666,True,
sem_062,pythia,bare,semantic,2,12,0.16666666666666666,False,engagement 0.17 < 0.33
sem_013,pythia,bare,semantic,5,12,0.4166666666666667,True,
sem_004,pythia,bare,semantic,7,12,0.5833333333333334,True,
sem_045,pythia,bare,semantic,11,12,0.9166666666666666,True,
sem_009,pythia,bare,semantic,8,12,0.6666666666666666,True,
sem_082,pythia,bare,semantic,9,12,0.75,True,
sem_050,pythia,bare,semantic,4,12,0.3333333333333333,True,
sem_069,pythia,bare,semantic,7,12,0.5833333333333334,True,
sem_093,pythia,bare,semantic,4,12,0.3333333333333333,True,
sem_037,pythia,bare,semantic,12,12,1.0,True,
sem_101,pythia,bare,semantic,12,12,1.0,True,
sem_054,pythia,bare,semantic,5,12,0.4166666666666667,True,
sem_025,pythia,bare,semantic,7,12,0.5833333333333334,True,
sem_056,pythia,bare,semantic,12,12,1.0,True,
sem_088,pythia,bare,semantic,4,12,0.3333333333333333,True,
sem_087,pythia,bare,semantic,7,12,0.5833333333333334,True,
sem_022,pythia,bare,semantic,12,12,1.0,True,
sem_020,pythia,bare,semantic,9,12,0.75,True,
sem_024,pythia,bare,semantic,0,12,0.0,False,engagement 0.00 < 0.33
sem_000,pythia,bare,semantic,12,12,1.0,True,
sem_014,pythia,bare,semantic,12,12,1.0,True,
sem_070,pythia,bare,semantic,0,12,0.0,False,engagement 0.00 < 0.33
sem_043,pythia,bare,semantic,9,12,0.75,True,
sem_010,pythia,bare,semantic,2,12,0.16666666666666666,False,engagement 0.17 < 0.33
sem_089,pythia,bare,semantic,10,12,0.8333333333333334,True,
sem_074,pythia,bare,semantic,0,12,0.0,False,engagement 0.00 < 0.33
sem_055,pythia,bare,semantic,11,12,0.9166666666666666,True,
sem_099,pythia,bare,semantic,10,12,0.8333333333333334,True,
sem_094,pythia,bare,semantic,12,12,1.0,True,
sem_068,pythia,bare,semantic,12,12,1.0,True,
sem_072,pythia,bare,semantic,10,12,0.8333333333333334,True,
sem_027,pythia,bare,semantic,12,12,1.0,True,
sem_028,pythia,bare,semantic,12,12,1.0,True,
sem_095,pythia,bare,semantic,0,12,0.0,False,engagement 0.00 < 0.33
sem_008,pythia,bare,semantic,11,12,0.9166666666666666,True,
sem_031,pythia,bare,semantic,4,12,0.3333333333333333,True,
sem_003,pythia,bare,semantic,11,12,0.9166666666666666,True,
sem_077,pythia,bare,semantic,7,12,0.5833333333333334,True,
sem_018,pythia,bare,semantic,2,12,0.16666666666666666,False,engagement 0.17 < 0.33
sem_091,pythia,bare,semantic,0,12,0.0,False,engagement 0.00 < 0.33
sem_063,pythia,bare,semantic,11,12,0.9166666666666666,True,
sem_035,pythia,bare,semantic,0,12,0.0,False,engagement 0.00 < 0.33
sem_073,pythia,bare,semantic,9,12,0.75,True,
sem_059,pythia,bare,semantic,0,12,0.0,False,engagement 0.00 < 0.33
sem_033,pythia,bare,semantic,12,12,1.0,True,
sem_065,pythia,bare,semantic,11,12,0.9166666666666666,True,
sem_090,pythia,bare,semantic,4,12,0.3333333333333333,True,
sem_075,pythia,bare,semantic,7,12,0.5833333333333334,True,
sem_039,pythia,bare,semantic,7,12,0.5833333333333334,True,
sem_032,pythia,bare,semantic,1,12,0.08333333333333333,False,engagement 0.08 < 0.33
sem_040,pythia,cot,semantic,11,12,0.9166666666666666,True,
sem_057,pythia,cot,semantic,7,12,0.5833333333333334,True,
sem_061,pythia,cot,semantic,10,12,0.8333333333333334,True,
sem_079,pythia,cot,semantic,0,12,0.0,False,engagement 0.00 < 0.33
sem_076,pythia,cot,semantic,11,12,0.9166666666666666,True,
sem_049,pythia,cot,semantic,12,12,1.0,True,
sem_017,pythia,cot,semantic,5,12,0.4166666666666667,True,
sem_034,pythia,cot,semantic,8,12,0.6666666666666666,True,
sem_064,pythia,cot,semantic,11,12,0.9166666666666666,True,
sem_042,pythia,cot,semantic,12,12,1.0,True,
sem_085,pythia,cot,semantic,11,12,0.9166666666666666,True,
sem_038,pythia,cot,semantic,10,12,0.8333333333333334,True,
sem_036,pythia,cot,semantic,0,12,0.0,False,engagement 0.00 < 0.33
sem_060,pythia,cot,semantic,2,12,0.16666666666666666,False,engagement 0.17 < 0.33
sem_048,pythia,cot,semantic,3,12,0.25,False,engagement 0.25 < 0.33
sem_051,pythia,cot,semantic,10,12,0.8333333333333334,True,
sem_021,pythia,cot,semantic,0,12,0.0,False,engagement 0.00 < 0.33
sem_097,pythia,cot,semantic,5,12,0.4166666666666667,True,
sem_083,pythia,cot,semantic,1,12,0.08333333333333333,False,engagement 0.08 < 0.33
sem_002,pythia,cot,semantic,5,12,0.4166666666666667,True,
sem_007,pythia,cot,semantic,0,12,0.0,False,engagement 0.00 < 0.33
sem_058,pythia,cot,semantic,11,12,0.9166666666666666,True,
sem_071,pythia,cot,semantic,10,12,0.8333333333333334,True,
sem_006,pythia,cot,semantic,11,12,0.9166666666666666,True,
sem_029,pythia,cot,semantic,9,12,0.75,True,
sem_041,pythia,cot,semantic,10,12,0.8333333333333334,True,
sem_081,pythia,cot,semantic,0,12,0.0,False,engagement 0.00 < 0.33
sem_052,pythia,cot,semantic,11,12,0.9166666666666666,True,
sem_026,pythia,cot,semantic,8,12,0.6666666666666666,True,
sem_067,pythia,cot,semantic,7,12,0.5833333333333334,True,
sem_066,pythia,cot,semantic,11,12,0.9166666666666666,True,
sem_086,pythia,cot,semantic,5,12,0.4166666666666667,True,
sem_005,pythia,cot,semantic,10,12,0.8333333333333334,True,
sem_023,pythia,cot,semantic,1,12,0.08333333333333333,False,engagement 0.08 < 0.33
sem_053,pythia,cot,semantic,10,12,0.8333333333333334,True,
sem_001,pythia,cot,semantic,8,12,0.6666666666666666,True,
sem_044,pythia,cot,semantic,0,12,0.0,False,engagement 0.00 < 0.33
sem_019,pythia,cot,semantic,9,12,0.75,True,
sem_047,pythia,cot,semantic,0,12,0.0,False,engagement 0.00 < 0.33
sem_096,pythia,cot,semantic,0,12,0.0,False,engagement 0.00 < 0.33
sem_046,pythia,cot,semantic,8,12,0.6666666666666666,True,
sem_030,pythia,cot,semantic,2,12,0.16666666666666666,False,engagement 0.17 < 0.33
sem_011,pythia,cot,semantic,9,12,0.75,True,
sem_092,pythia,cot,semantic,2,12,0.16666666666666666,False,engagement 0.17 < 0.33
sem_015,pythia,cot,semantic,12,12,1.0,True,
sem_012,pythia,cot,semantic,11,12,0.9166666666666666,True,
sem_098,pythia,cot,semantic,11,12,0.9166666666666666,True,
sem_100,pythia,cot,semantic,1,12,0.08333333333333333,False,engagement 0.08 < 0.33
sem_084,pythia,cot,semantic,3,12,0.25,False,engagement 0.25 < 0.33
sem_078,pythia,cot,semantic,11,12,0.9166666666666666,True,
sem_062,pythia,cot,semantic,10,12,0.8333333333333334,True,
sem_013,pythia,cot,semantic,7,12,0.5833333333333334,True,
sem_004,pythia,cot,semantic,3,12,0.25,False,engagement 0.25 < 0.33
sem_045,pythia,cot,semantic,9,12,0.75,True,
sem_009,pythia,cot,semantic,12,12,1.0,True,
sem_082,pythia,cot,semantic,1,12,0.08333333333333333,False,engagement 0.08 < 0.33
sem_050,pythia,cot,semantic,4,12,0.3333333333333333,True,
sem_069,pythia,cot,semantic,12,12,1.0,True,
sem_093,pythia,cot,semantic,1,12,0.08333333333333333,False,engagement 0.08 < 0.33
sem_037,pythia,cot,semantic,10,12,0.8333333333333334,True,
sem_101,pythia,cot,semantic,11,12,0.9166666666666666,True,
sem_054,pythia,cot,semantic,10,12,0.8333333333333334,True,
sem_025,pythia,cot,semantic,8,12,0.6666666666666666,True,
sem_056,pythia,cot,semantic,10,12,0.8333333333333334,True,
sem_088,pythia,cot,semantic,0,12,0.0,False,engagement 0.00 < 0.33
sem_087,pythia,cot,semantic,5,12,0.4166666666666667,True,
sem_022,pythia,cot,semantic,11,12,0.9166666666666666,True,
sem_020,pythia,cot,semantic,11,12,0.9166666666666666,True,
sem_024,pythia,cot,semantic,0,12,0.0,False,engagement 0.00 < 0.33
sem_000,pythia,cot,semantic,11,12,0.9166666666666666,True,
sem_014,pythia,cot,semantic,8,12,0.6666666666666666,True,
sem_070,pythia,cot,semantic,10,12,0.8333333333333334,True,
sem_043,pythia,cot,semantic,10,12,0.8333333333333334,True,
sem_010,pythia,cot,semantic,8,12,0.6666666666666666,True,
sem_089,pythia,cot,semantic,10,12,0.8333333333333334,True,
sem_074,pythia,cot,semantic,9,12,0.75,True,
sem_055,pythia,cot,semantic,7,12,0.5833333333333334,True,
sem_099,pythia,cot,semantic,0,12,0.0,False,engagement 0.00 < 0.33
sem_094,pythia,cot,semantic,1,12,0.08333333333333333,False,engagement 0.08 < 0.33
sem_068,pythia,cot,semantic,9,12,0.75,True,
sem_072,pythia,cot,semantic,1,12,0.08333333333333333,False,engagement 0.08 < 0.33
sem_027,pythia,cot,semantic,1,12,0.08333333333333333,False,engagement 0.08 < 0.33
sem_028,pythia,cot,semantic,12,12,1.0,True,
sem_095,pythia,cot,semantic,11,12,0.9166666666666666,True,
sem_008,pythia,cot,semantic,4,12,0.3333333333333333,True,
sem_031,pythia,cot,semantic,7,12,0.5833333333333334,True,
sem_003,pythia,cot,semantic,0,12,0.0,False,engagement 0.00 < 0.33
sem_077,pythia,cot,semantic,12,12,1.0,True,
sem_018,pythia,cot,semantic,9,12,0.75,True,
sem_091,pythia,cot,semantic,0,12,0.0,False,engagement 0.00 < 0.33
sem_063,pythia,cot,semantic,10,12,0.8333333333333334,True,
sem_035,pythia,cot,semantic,2,12,0.16666666666666666,False,engagement 0.17 < 0.33
sem_073,pythia,cot,semantic,10,12,0.8333333333333334,True,
sem_059,pythia,cot,semantic,6,12,0.5,True,
sem_033,pythia,cot,semantic,0,12,0.0,False,engagement 0.00 < 0.33
sem_065,pythia,cot,semantic,7,12,0.5833333333333334,True,
sem_090,pythia,cot,semantic,9,12,0.75,True,
sem_075,pythia,cot,semantic,0,12,0.0,False,engagement 0.00 < 0.33
sem_039,pythia,cot,semantic,11,12,0.9166666666666666,True,
sem_032,pythia,cot,semantic,10,12,0.8333333333333334,True,
